RESULT
180240804894|A|01/15/2024|01/15/2025|01/15/2033|Y|S782086
180240804869|A|01/15/2024|01/15/2025|01/15/2033|Y|S782082
180240804857|A|01/15/2024|01/15/2025|01/15/2038|Y|S782274
180240804845|A|01/15/2024|01/15/2025|01/15/2034|Y|S782334
180240804870|A|01/15/2024|01/15/2025|01/15/2043|Y|S782463
180240804943|A|01/15/2024|01/15/2025|01/15/2043|Y|S780701
180240804980|A|01/15/2024|01/15/2025|01/15/2033|Y|S782045
180240804992|A|01/15/2024|01/15/2025|01/15/2033|Y|S782630
180240804918|A|01/15/2024|01/15/2025|01/15/2033|Y|S782506
180240805016|A|01/15/2024|01/15/2025|01/15/2043|Y|S781686
180240804979|A|01/15/2024|01/15/2025|01/15/2033|Y|S781491
180240804833|A|01/15/2024|01/15/2025|01/15/2035|Y|S782393
180240804882|A|01/15/2024|01/15/2025|01/15/2033|Y|S782958
180240804955|A|01/15/2024|01/15/2025|01/15/2043|Y|S782069
180240804920|A|01/15/2024|01/15/2025|01/15/2043|Y|S781989
180240804931|A|01/15/2024|01/15/2025|01/15/2035|Y|S782181
180240804967|A|01/15/2024|01/15/2025|01/15/2043|Y|S782125
180240804821|A|01/15/2024|01/15/2025|01/15/2035|Y|S782413
180240805798|A|01/16/2024|01/16/2025|01/16/2043|Y|S782672
180240805994|A|01/16/2024|01/16/2025|01/16/2043|Y|S782380
180240805896|A|01/16/2024|01/16/2025|01/16/2033|Y|S782586
180240805872|A|01/16/2024|01/16/2025|01/16/2033|Y|S782394
180240805945|A|01/16/2024|01/16/2025|01/16/2033|Y|S782036
180240805957|A|01/16/2024|01/16/2025|01/16/2035|Y|S782100
180240805970|A|01/16/2024|01/16/2025|01/16/2034|Y|S782836
180240805982|A|01/16/2024|01/16/2025|01/16/2033|Y|S782048
180240806006|A|01/16/2024|01/16/2025|01/16/2033|Y|S782601
180240805800|A|01/16/2024|01/16/2025|01/16/2033|Y|S782368
180240805811|A|01/16/2024|01/16/2025|01/16/2043|Y|S782593
180240805860|A|01/16/2024|01/16/2025|01/16/2035|Y|S782174
180240805823|A|01/16/2024|01/16/2025|01/16/2035|Y|S782375
180240805835|A|01/16/2024|01/16/2025|01/16/2043|Y|S782315
180240805884|A|01/16/2024|01/16/2025|01/16/2033|Y|S781999
180240805908|A|01/16/2024|01/16/2025|01/16/2033|Y|S782214
180240805910|A|01/16/2024|01/16/2025|01/16/2043|Y|S782432
180240805921|A|01/16/2024|01/16/2025|01/16/2043|Y|S779163
180240805933|A|01/16/2024|01/16/2025|01/16/2033|Y|S782416
180240805786|A|01/16/2024|01/16/2025|01/16/2033|Y|S781962
180240805859|A|01/16/2024|01/16/2025|01/16/2033|Y|S782487
180240805969|A|01/16/2024|01/16/2025|01/16/2043|Y|S782289
180240805847|A|01/16/2024|01/16/2025|01/16/2043|Y|S782026
180240806287|A|01/17/2024|01/17/2025|01/17/2033|Y|S782714
180240806312|A|01/17/2024|01/17/2025|01/17/2038|Y|S782105
180240806422|A|01/17/2024|01/17/2025|01/17/2043|Y|S782667
180240806336|A|01/17/2024|01/17/2025|01/17/2035|Y|S783134
180240806532|A|01/17/2024|01/17/2025|01/17/2034|Y|S782406
180240806324|A|01/17/2024|01/17/2025|01/17/2035|Y|S782518
180240806373|A|01/17/2024|01/17/2025|01/17/2033|Y|S782852
180240806240|A|01/17/2024|01/17/2025|01/17/2033|Y|S782096
180240806275|A|01/17/2024|01/17/2025|01/17/2033|Y|S782739
180240806434|A|01/17/2024|01/17/2025|01/17/2035|Y|S782820
180240806350|A|01/17/2024|01/17/2025|01/17/2033|Y|S783141
180240806361|A|01/17/2024|01/17/2025|01/17/2033|Y|S780702
180240806446|A|01/17/2024|01/17/2025|01/17/2033|Y|S782853
180240806460|A|01/17/2024|01/17/2025|01/17/2033|Y|S782282
180240806483|A|01/17/2024|01/17/2025|01/17/2043|Y|S778742
180240806495|A|01/17/2024|01/17/2025|01/17/2033|Y|S781642
180240806507|A|01/17/2024|01/17/2025|01/17/2043|Y|S781883
180240806519|A|01/17/2024|01/17/2025|01/17/2043|Y|S782079
180240806520|A|01/17/2024|01/17/2025|01/17/2043|Y|S781997
180240806263|A|01/17/2024|01/17/2025|01/17/2033|Y|S782390
180240806409|A|01/17/2024|01/17/2025|01/17/2033|Y|S782575
180240806471|A|01/17/2024|01/17/2025|01/17/2035|Y|S782099
180240806300|A|01/17/2024|01/17/2025|01/17/2033|Y|S782740
180240806397|A|01/17/2024|01/17/2025|01/17/2033|Y|S782755
180240806299|A|01/17/2024|01/17/2025|01/17/2033|Y|S782337
180240806410|A|01/17/2024|01/17/2025|01/17/2033|Y|S783022
180240806348|A|01/17/2024|01/17/2025|01/17/2033|Y|S783113
180240806458|A|01/17/2024|01/17/2025|01/17/2035|Y|S782220
180240806825|A|01/18/2024|01/18/2025|01/18/2033|Y|S782917
180240806959|A|01/18/2024|01/18/2025|01/18/2033|Y|S782336
180240806923|A|01/18/2024|01/18/2025|01/18/2033|Y|S782718
180240806935|A|01/18/2024|01/18/2025|01/18/2033|Y|S782379
180240806960|A|01/18/2024|01/18/2025|01/18/2033|Y|S782362
180240807008|A|01/18/2024|01/18/2025|01/18/2034|Y|S782758
180240806788|A|01/18/2024|01/18/2025|01/18/2038|Y|S782011
180240806790|A|01/18/2024|01/18/2025|01/18/2033|Y|S782581
180240806911|A|01/18/2024|01/18/2025|01/18/2033|Y|S781753
180240806947|A|01/18/2024|01/18/2025|01/18/2043|Y|S782832
180240806996|A|01/18/2024|01/18/2025|01/18/2034|Y|S782331
180240806678|A|01/18/2024|01/18/2025|01/18/2033|Y|S782188
180240806680|A|01/18/2024|01/18/2025|01/18/2033|Y|S782822
180240806715|A|01/18/2024|01/18/2025|01/18/2043|Y|S781832
180240806727|A|01/18/2024|01/18/2025|01/18/2035|Y|S782066
180240806739|A|01/18/2024|01/18/2025|01/18/2037|Y|S783101
180240806740|A|01/18/2024|01/18/2025|01/18/2043|Y|S782921
180240806764|A|01/18/2024|01/18/2025|01/18/2043|Y|S781462
180240806984|A|01/18/2024|01/18/2025|01/18/2043|Y|S782713
180240806691|A|01/18/2024|01/18/2025|01/18/2033|Y|S781807
180240806703|A|01/18/2024|01/18/2025|01/18/2033|Y|S782374
180240806752|A|01/18/2024|01/18/2025|01/18/2043|Y|S782003
180240806801|A|01/18/2024|01/18/2025|01/18/2038|Y|S782170
180240806837|A|01/18/2024|01/18/2025|01/18/2038|Y|S783150
180240806776|A|01/18/2024|01/18/2025|01/18/2033|Y|S778934
180240806849|A|01/18/2024|01/18/2025|01/18/2035|Y|S782194
180240806813|A|01/18/2024|01/18/2025|01/18/2038|Y|S782341
180240806850|A|01/18/2024|01/18/2025|01/18/2033|Y|S780853
180240808206|A|01/19/2024|01/19/2025|01/19/2033|Y|S783087
180240808426|A|01/19/2024|01/19/2025|01/19/2033|Y|S783287
180240808341|A|01/19/2024|01/19/2025|01/19/2043|Y|S783453
180240808377|A|01/19/2024|01/19/2025|01/19/2038|Y|S783111
180240808390|A|01/19/2024|01/19/2025|01/19/2043|Y|S782163
180240808243|A|01/19/2024|01/19/2025|01/19/2038|Y|S783023
180240808280|A|01/19/2024|01/19/2025|01/19/2043|Y|S782385
180240808402|A|01/19/2024|01/19/2025|01/19/2043|Y|S782057
180240808218|A|01/19/2024|01/19/2025|01/19/2035|Y|S782738
180240808255|A|01/19/2024|01/19/2025|01/19/2033|Y|S783216
180240808451|A|01/19/2024|01/19/2025|01/19/2033|Y|S783189
180240808316|A|01/19/2024|01/19/2025|01/19/2035|Y|S783183
180240808328|A|01/19/2024|01/19/2025|01/19/2043|Y|S782267
180240808389|A|01/19/2024|01/19/2025|01/19/2033|Y|S781754
180240808440|A|01/19/2024|01/19/2025|01/19/2034|Y|S782971
180240808365|A|01/19/2024|01/19/2025|01/19/2035|Y|S779627
180240808194|A|01/19/2024|01/19/2025|01/19/2033|Y|S782093
180240808220|A|01/19/2024|01/19/2025|01/19/2043|Y|S782587
180240808292|A|01/19/2024|01/19/2025|01/19/2033|Y|S782950
180240808414|A|01/19/2024|01/19/2025|01/19/2033|Y|S781833
